test,impl,display_name,keys,value,mean_ms,median_ms,stddev_ms,min_ms,max_ms,runs,success_rate
miss,askl,ASKL Map (C),5000,1.451,1.4636367000000008,1.451,0.05084779874152456,1.396333,1.67975,100,100.0
miss,abseil,Abseil (C++),5000,7.119771,7.16454669,7.119771,0.20887227372653078,6.876959,7.990875,100,100.0
miss,folly,F14FastMap (C++),5000,8.5687505,8.60021339,8.5687505,0.24204978757096518,8.333333,10.434500000000002,100,100.0
miss,rust,HashMap (rust),5000,1.4354369999999999,1.4444271100000001,1.4354369999999999,0.04239754331788362,1.360583,1.6309580000000001,100,100.0
miss,mstar,M*DICT (C),5000,1.4690210000000001,1.4832279199999998,1.4690210000000001,0.05043523225203555,1.4212080000000002,1.679542,100,100.0
miss,verstable,Verstable (C),5000,1.5787500000000003,1.5778434100000005,1.5787500000000003,0.03209660879758095,1.521334,1.6914170000000002,100,100.0
miss,python,dict (python),5000,11.857542000000002,11.868575880000003,11.857542000000002,0.11997322517492964,11.657667,12.255084000000002,100,100.0
miss,khash,khash (C),5000,1.514146,1.52728246,1.514146,0.0492550549098273,1.4285420000000002,1.7232920000000003,100,100.0
miss,khashl,khashl (C),5000,1.5493750000000002,1.5623783499999997,1.5493750000000002,0.048422532804882276,1.4874580000000002,1.749416,100,100.0
miss,askl,ASKL Map (C),8000,1.9333745,1.9362825200000002,1.9333745,0.034174064877803494,1.856916,2.0317920000000003,100,100.0
miss,abseil,Abseil (C++),8000,7.508437500000001,7.510826670000001,7.508437500000001,0.11066751821067548,7.319834000000001,8.114292,100,100.0
miss,folly,F14FastMap (C++),8000,9.019687500000002,9.007954149999998,9.019687500000002,0.11990765520168917,8.696292000000001,9.525417000000001,100,100.0
miss,rust,HashMap (rust),8000,1.8189784999999998,1.8252274600000007,1.8189784999999998,0.04739376951431657,1.7272910000000001,1.983583,100,100.0
miss,mstar,M*DICT (C),8000,2.0808544999999996,2.0927233400000005,2.0808544999999996,0.049781017027044266,1.992667,2.2317910000000003,100,100.0
miss,verstable,Verstable (C),8000,2.163417,2.1699962500000005,2.163417,0.04774765965651346,2.091667,2.2986670000000005,100,100.0
miss,python,dict (python),8000,12.532208,12.525141210000003,12.532208,0.11505492645656308,12.110625000000002,12.776291,100,100.0
miss,khash,khash (C),8000,2.0178545,2.02586127,2.0178545,0.04735878379714314,1.94625,2.146083,100,100.0
miss,khashl,khashl (C),8000,2.147667,2.1555658399999986,2.147667,0.04972774450698443,2.0685000000000002,2.298208,100,100.0
miss,askl,ASKL Map (C),10000,2.241875,2.246896300000001,2.241875,0.04066603141493406,2.171417,2.4018750000000004,100,100.0
miss,abseil,Abseil (C++),10000,7.7582915,7.804068740000003,7.7582915,0.19567062168217095,7.551042000000001,9.130542,100,100.0
miss,folly,F14FastMap (C++),10000,9.297020499999999,9.324665,9.297020499999999,0.18850396818865298,8.992666,10.241708000000001,100,100.0
miss,rust,HashMap (rust),10000,2.000041,2.0103141100000004,2.000041,0.04943648501158742,1.9313330000000002,2.219125,100,100.0
miss,mstar,M*DICT (C),10000,2.4630830000000006,2.4833174699999994,2.4630830000000006,0.058894631799143365,2.400917,2.655292,100,100.0
miss,verstable,Verstable (C),10000,2.489646,2.484725880000001,2.489646,0.03880833236321468,2.4030830000000005,2.583416,100,100.0
miss,python,dict (python),10000,13.032145500000002,13.108847100000007,13.032145500000002,0.3279060428364143,12.673917000000001,14.757875,100,100.0
miss,khash,khash (C),10000,2.3854795,2.3944266600000015,2.3854795,0.05373128065957089,2.314708,2.5824580000000004,100,100.0
miss,khashl,khashl (C),10000,2.4796665,2.4882017,2.4796665,0.047870093153188534,2.408417,2.602417,100,100.0
miss,askl,ASKL Map (C),20000,3.8811245000000003,3.8841653499999995,3.8811245000000003,0.04011326554815586,3.7943750000000005,3.9935410000000005,100,100.0
miss,abseil,Abseil (C++),20000,9.025771,9.029816679999998,9.025771,0.11021816942927785,8.777583,9.319625,100,100.0
miss,folly,F14FastMap (C++),20000,10.673354000000002,10.67355999,10.673354000000002,0.09954076533513762,10.4285,10.918833000000001,100,100.0
miss,rust,HashMap (rust),20000,3.2173745,3.2263554400000016,3.2173745,0.05903662254774447,3.14075,3.4181250000000003,100,100.0
miss,mstar,M*DICT (C),20000,4.360688,4.3630400200000015,4.360688,0.061967212241714545,4.2176670000000005,4.488958,100,100.0
miss,verstable,Verstable (C),20000,4.316000000000001,4.314601710000001,4.316000000000001,0.0438600539621364,4.193083000000001,4.421250000000001,100,100.0
miss,python,dict (python),20000,15.302458500000002,15.301559160000002,15.302458500000002,0.18082283342870795,14.922500000000001,16.364292000000003,100,100.0
miss,khash,khash (C),20000,4.955333,4.93466829,4.955333,0.07458203010559994,4.787458000000001,5.174167000000001,100,100.0
miss,khashl,khashl (C),20000,4.514604,4.54587625,4.514604,0.11888956100935637,4.408334,5.051916,100,100.0
miss,askl,ASKL Map (C),50000,8.862937500000001,8.86956916,8.862937500000001,0.0611221400433925,8.744209000000001,9.047417000000001,50,100.0
miss,abseil,Abseil (C++),50000,13.2377085,13.22791082000001,13.2377085,0.1367946931204048,12.892584000000001,13.489791,50,100.0
miss,folly,F14FastMap (C++),50000,15.080312500000002,15.08843672,15.080312500000002,0.14548495890767876,14.795209,15.511584000000001,50,100.0
miss,rust,HashMap (rust),50000,7.1445835,7.1383766600000005,7.1445835,0.0937670006301138,6.970375,7.308333,50,100.0
miss,mstar,M*DICT (C),50000,9.431124500000003,9.445761679999999,9.431124500000003,0.10012956077155083,9.146875,9.797459000000002,50,100.0
